category,pin_code,name,address,website,rating,email,phone,gmap_link,services,cid
IT company,Banglore,TechTree IT Systems Private Limited,"Software company · 111, Nelson Building M Krishnappa Layout, Lal Bagh Main Rd
Closed ⋅ Opens 9 am Mon · 080 2221 9722",http://www.techtreeit.com/,3.7,N/A,080 2221 9722,https://www.google.com/maps/search/IT+company+near+Banglore/,"Home Products Odeysys Finhance Sociotree Approach Blogs Careers Contact Us Careers Select Page Your Digital Journey is Our Mission!  Who We Are A team of Tech-savants, we simplify complexities in the technology realm. We design, build, and grow products / solutions for enterprise, mobile, analytics, cloud and security. We are constantly dabbling with the n+1 that is yet to unravel. Our experienced team knows how to maximize and future-proof your current technology investments. Our battle harden",4300400709642782833
IT company,Banglore,ITC Infotech India Ltd.,"Software company ·  · No.18, Gate No:1 & 2, Dodda Banaswadi Main Rd
Closed ⋅ Opens 9:30 am Mon · 080 2298 8331",https://www.itcinfotech.com/,4.3,N/A,080 2298 8331,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300399884889951165
IT company,Banglore,Carmatec IT Solutions Pvt. Ltd,"Software company ·  · Level 8, Tower 1, Umiya Business Bay, Embassy Tech Square Main Rd
Open ⋅ Closes 10 pm · 070120 98783",https://www.carmatec.com/mobile-app-development-company/,3.4,sales@carmatec.com,070120 98783,https://www.google.com/maps/search/IT+company+near+Banglore/,"Have a Project in mind? Let’s make it happen! Contact us ABOUT US SERVICES Web App Mobile App Ecommerce Hire a Developer Digital Transformation Web Design Internet Marketing Managed IT Cloud Consulting DevOps Technologies Company Mission,Vision Careers Our Team Clients Sitemap Contact Us Privacy OUR WORK Portfolios Case Studies Blogs COntact us sales@carmatec.com +91 70120 98783 ( IND) SMART WEB Marketing Automation Ecommerce Development PHP Development Magento Development ROR App Development Ar",4300396094549462633
IT company,Banglore,I S INFOTECH PVT LTD,"Software company ·  · #2953, 3rd Floor , Opp:Maruthi Mandir, WOC Road Vijaynagar
Open ⋅ Closes 9 pm · 099163 28110",http://isinfotech.in/,4.2,N/A,099163 28110,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300442722299212639
IT company,Banglore,Tricon Infotech,"Software company · Industrial Layout, 143, 144, Hosur Rd
Closed ⋅ Opens 10 am Mon · 080 2550 3833",https://www.triconinfotech.com/,4.2,info@triconinfotech.com,080 2550 3833,https://www.google.com/maps/search/IT+company+near+Banglore/,Home About Services Strategy & Validation Customer Experience Innovation Data Analytics & AI Product & Platform Engineering Difference Resources Insights News Case Studies Get in touch,4300396971909868881
IT company,Banglore,Way 2 WebSoft Technologies Pvt Ltd,"Software company · 104, First Floor, Land Mark:, Premier Presidency, 35/ 17, Langford Rd, opposite to St Joseph's College Auditorium
Open ⋅ Closes 6:30 pm · 080 4370 7043",https://www.way2websoft.com/,4.5,info@way2websoft.com,080 4370 7043,https://www.google.com/maps/search/IT+company+near+Banglore/,info@way2websoft.com +91 80 4370 7043 Hello We’re professional IT solutions company. Let’s work together Contact Us Home Company About Company Our Team Founder Message Our Technologies Our Portfolio SEO Portfolio Our Clients Our Process Testimonials Partner with us Make Payment Gallery Careers Awards Certificate Branding Brand strategy Brand identity Digital Design Experience Design Packaging Design Websites & Apps Website design Website development UI / UX design E-commerce website Custom web a,4300398724814378649
IT company,Banglore,Infor (Bangalore) Private Limited,"Software company · ITC Green center, 18, Dodda Banaswadi Main Rd
Open 24 hours · 080 4046 0600",https://www.infor.com/,4.4,N/A,080 4046 0600,https://www.google.com/maps/search/IT+company+near+Banglore/,Skip to main content Resources Blog Careers Customer Center Menu Distribution Industries Industries Distribution Equipment Fashion Logistics Service Providers All industries Solutions Enterprise Resource Planning (ERP) Financials Human Capital Management (HCM) Supply Chain Management (SCM) Workforce Management (WFM) All solutions Featured Products ERP M3 ERP Distribution SX.e AI / ML Analytics & Reporting Configure Price Quote (CPQ) E-commerce Factory Track Infor Nexus Product Lifecycle Manageme,4300399409060791293
IT company,Banglore,Embright Infotech Private Limited - VR Company Bangalore,"Software company · 3rd Floor, Nasscom COE IOT Kionics building, behind HSR police Station
Closed ⋅ Opens 9:30 am Mon · 087929 75982",http://www.embrightinfotech.com/,4.3,connect@embrightinfotech.com,087929 75982,https://www.google.com/maps/search/IT+company+near+Banglore/,top of page Home XR Products & Services Auticare XR XR - AI Service Projects XR Studio & Lab Careers About Contact Privacy Policy Terms and Conditions More Use tab to navigate through the menu items. Auticare XR- Ai Inclusive Learning Platform XR -AI Spatial Computing Experience for Inclusive Learning We Builds Immersive Learning Experiences Spatial Computing Experience Development Interactive XR Experience Development Services Interactive Experiences XR Studios and Simulations Labs Explore Our ,4300396706993663409
IT company,Banglore,Bangalore Softsell Ltd,"Software company · Shop No. 334/22, 1st Floor, 41st Cross Rd
Open ⋅ Closes 6 pm · 080 4110 4111",http://www.bangaloresoftsell.com/,4.2,mail@bangaloresoftsell.com,080 4110 4111,https://www.google.com/maps/search/IT+company+near+Banglore/,About Solutions Bespoke Software Solutions Full Stack Development Cloud & Mobile Solutions AI & Automation E-commerce & Fintech Development Fund Management & Compliance Intelligent Document Processing Legacy Modernization Application Assessment Services Application Documentation Application Modernization Data Management & Migration Platforms Data Exchange EZ Accounts Case Studies Investors Notice to AGM Annual Report 2023-24 AGM Results MGT 7 Careers Blogs Contact,4300398297970140275
IT company,Banglore,IT Catalyst Software India Pvt Ltd,"Software company ·  · 278, MK, Puttalingiah Rd
Open ⋅ Closes 6:30 pm · 080 4911 0110",http://www.itcatalystindia.com/,4.9,praveen@itcatalystindia.com,080 4911 0110,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300444879101817977
IT company,Banglore,Embright Infotech Private Limited - VR Company Bangalore,"Software company · 3rd Floor, Nasscom COE IOT Kionics building, behind HSR police Station
Closed ⋅ Opens 9:30 am Mon · 087929 75982",http://www.embrightinfotech.com/,4.3,connect@embrightinfotech.com,087929 75982,https://www.google.com/maps/search/IT+company+near+Banglore/,top of page Home XR Products & Services Auticare XR XR - AI Service Projects XR Studio & Lab Careers About Contact Privacy Policy Terms and Conditions More Use tab to navigate through the menu items. Auticare XR- Ai Inclusive Learning Platform XR -AI Spatial Computing Experience for Inclusive Learning We Builds Immersive Learning Experiences Spatial Computing Experience Development Interactive XR Experience Development Services Interactive Experiences XR Studios and Simulations Labs Explore Our ,4300396706993663409
IT company,Banglore,Software Company in Bangalore,"Software company · S End C Cross Rd
Open ⋅ Closes 8 pm",http://blogscompass.com/,5.0,N/A,N/A,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300398793992904263
IT company,Banglore,Software Company in Bangalore Jitsourcecode,"Software company · H #4 Queens Road, Muniswamy Rd
Open 24 hours",N/A,5.0,N/A,N/A,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300400618968212109
IT company,Banglore,PariTechSoft- Software/Web/Mobile App Development Company in Bangalore,"Software company · 63, 1st floor, 16th Main, 8th Cross BTM
Open ⋅ Closes 6:30 pm · 084310 40457",http://www.paritechsoft.com/,5.0,sales@paritechsoft.com,084310 40457,https://www.google.com/maps/search/IT+company+near+Banglore/,Services IT Services Application Development Data Engineering Artificial Intelligence Microsoft Cloud IT Consulting ODC Services Digital Transformation IT Staffing Augmentation IT Outsourcing Enterprise Mobility Web App Development eCommerce Development MVP Development Mobile App Development Application Modernization Data Integration Data Visualization Data Migration Data Engineering AI-powered Web App Development AI-powered Mobile App Development AI Software Development Enterprise AI Solutions ,4300398241136398667
IT company,Banglore,Awwaltech Pvt. Ltd. - Best IT Company in Bangalore,"Software company · No 103, AMR Business Park, Kodichikkanahalli Main Rd, near D Mart
Open ⋅ Closes 6 pm · 091932 99275",https://awwaltech.com/,5.0,N/A,091932 99275,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300398642911056195
IT company,Banglore,IBM EGL D Block,"Software company ·  · D Block, Embassy Golf Links, Off Indira Nagar-Koramangala Intermediate Ring Road, IBM Ln
Open ⋅ Closes 6:30 pm",http://www.ibm.com/,4.4,N/A,N/A,https://www.google.com/maps/search/IT+company+near+Banglore/,Bridge the AI oversight gap Learn how AI adoption without the proper safeguards and protocols can have major repercussions in this year’s Cost of a Data Breach Report 2025 Read the full report Secure your AI Latest news Webinar : The Agentic AI Advantage: How Leaders Are Scaling AI Agents Across the Enterprise IBM SPSS Statistics is now v31 powered. Get 40% off your annual subscription - ends 10 August 2025. IBM Launches Power11 in India: AI-Ready Servers Built for the Age of Always-On Enterpris,4300396744197467691
IT company,Banglore,Sakthi Infotech,"Software company · 1st Floor, 18, 10th Cross, Siddaiah Rd, Next to Family Court
Open 24 hours",https://www.sakthiinfotech.com/mlm-software-development-company-website-design-binary-trinary-level-matrix-sunflower-investment-salary-Bangalore-Mysore-Mangalore-Karnataka-India.html,4.9,N/A,N/A,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300398308384664461
IT company,Banglore,Klaus IT Solutions Pvt Ltd,"Software company · #7, Albert St
Closed ⋅ Opens 8:30 am Mon · 080 4901 6111",http://www.klausit.com/,3.9,N/A,080 4901 6111,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300398700954323803
IT company,Banglore,SUNSYS TECHNOLOGIES INDIA PVT. LTD.,"Software company ·  · #4 2nd Floor, 8th Main Rd
Open ⋅ Closes 5 pm · 098452 44232",https://www.sunsys.in/,4.8,info@sunsys.in,098452 44232,https://www.google.com/maps/search/IT+company+near+Banglore/,Build Your Business Identity With Our Consultancy Get started Now! Home About Us Services Blog Career Contact Us X Start Today! Get Started today Our Services Web Development Services WordPress Development E-Commerce Development Custom Development Woo Commerce Development Responsive Web Design CMS Web Development Website Maintenance Website Redesign Landing Page Designing Hosting Linux Hosting Web Hosting Email Hosting Get Started Home About Us Services Blog Career Contact Us Home About Us Servi,4300442712539546555
IT company,Banglore,TechTree IT Systems Private Limited,"Software company · 111, Nelson Building M Krishnappa Layout, Lal Bagh Main Rd
Closed ⋅ Opens 9 am Mon · 080 2221 9722",http://www.techtreeit.com/,3.7,N/A,080 2221 9722,https://www.google.com/maps/search/IT+company+near+Banglore/,"Home Products Odeysys Finhance Sociotree Approach Blogs Careers Contact Us Careers Select Page Your Digital Journey is Our Mission!  Who We Are A team of Tech-savants, we simplify complexities in the technology realm. We design, build, and grow products / solutions for enterprise, mobile, analytics, cloud and security. We are constantly dabbling with the n+1 that is yet to unravel. Our experienced team knows how to maximize and future-proof your current technology investments. Our battle harden",4300400709642782833
IT company,Banglore,Corsel Technologies - Mobile App Development Company in Bangalore,"Software company · ESI Building, 23, 9th C Main Rd
Open ⋅ Closes 4 pm · 089709 97777",https://corseltechnologies.com/,5.0,N/A,089709 97777,https://www.google.com/maps/search/IT+company+near+Banglore/,"Blocktech +91 8970997777 Menu Close Home About Who We Are Corsel TECHNOLOGIES At Corsel Technologies, we specialize in creating robust, scalable, and adaptable mobile and web applications designed to meet the unique needs of startups, entrepreneurs, corporations, and industrial multinationals. Our dedicated team of experts combines technical proficiency with business acumen to deliver applications that drive success and growth. We harness the power of emerging technologies, including Blockchain,",4300398737765521713
IT company,Banglore,Bridgeicon IT Services,"Software company · 488/2, 10th Main Road, 8th Cross Rd
Open ⋅ Closes 8 pm · 098809 98684",http://www.bridgeicon.com/,4.9,N/A,098809 98684,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300442742997881639
IT company,Banglore,International Tech Park Bangalore (ITPB),"Technology park ·  · ITPL Main Rd
Open 24 hours · 080 4188 0000",https://www.capitaland.com/,4.4,adobe-stock-438497365@2x.jpg,080 4188 0000,https://www.google.com/maps/search/IT+company+near+Banglore/,dd/mm/yyyy CapitaLand Group ONE CapitaLand Ecosystem CapitaLand Investment CapitaLand Development Back to CapitaLand.com Our Businesses Listed Funds CapitaLand Integrated Commercial Trust CapitaLand Ascendas REIT CapitaLand Ascott Trust CapitaLand China Trust CapitaLand India Trust CapitaLand Malaysia Trust Private Funds Lodging Commercial Management Real Estate Investment Real Estate Development More From CapitaLand CapitaStar Discover ASR Sustainability CapitaLand Hope Foundation Explore By In,4300394465060724077
IT company,Banglore,Sysbig Technologies India (OPC) PVT LTD,"Software company ·  · #1953, 4th main, 9th cross, New Thippasandra Main Rd
Closed ⋅ Opens 9 am Mon · 063669 49922",http://www.sysbigtechnologies.com/,4.8,Info@sysbigtechnologies.com,063669 49922,https://www.google.com/maps/search/IT+company+near+Banglore/,Experience smart Development About us services Careers contact,4300396694611384071
IT company,Banglore,Progient Labs,"Software company · Ist Floor, 940/1, Begur Rd, opp. St Ignatious Church
Open ⋅ Closes 6 pm · 099019 92900",http://www.progient.com/,5.0,info@progient.com,099019 92900,https://www.google.com/maps/search/IT+company+near+Banglore/,Skip to content +91 9901992900 Services Artificial Intelligence (AI) Application Services Business Strategy DevOps as a Service Data Center Finance Consulting Infrastructure management Migration Services Product Services Staffing Solutions Web Development Industries Education Media & Entertainment Software & Platforms Retail Healthcare Hospitality & Travel Insights About Us Careers Contact Us Get A Quote Empower your business Excellent IT services for your success Meet With Us Product Services C,4300493017256722517
IT company,Banglore,iTrobes Technologies - Bangalore,"Software company · No. S-14, Third Floor, 80 Feet Rd
Closed ⋅ Opens 9 am Mon · 073394 94989",https://www.itrobes.com/,4.8,N/A,073394 94989,https://www.google.com/maps/search/IT+company+near+Banglore/,"Job Seekers, Beware! - This is the official announcement from the iTrobes team that we are not offering any part-time job opportunities. We ensure secure communications through our domain email that ends with @itrobes.com. We advise you to be cautious of emails/Whatsapps/telegrams sent by non-domain providers. MORE INFO Company About Us Career Services Services At iTrobes, we have been offering a wide range of services catering to various niches of business verticals. All our solutions are custo",4300398613369745241
IT company,Banglore,Rayies Global Solutions (RGS): Software Company in Bangalore.,"Software company · 57/14, 39th cross ,14thMain Near Shalini Ground T Block, Jayanagar, Bengaluru Karnataka 560041
Closed ⋅ Opens 12 am Mon",http://rayies.com/,4.0,N/A,N/A,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300397890330104655
IT company,Banglore,Coforge Limited( location closed),"Software company ·  · Phase 2, Roopena Agrahara, 31, Hosur Rd, near Vishal Megamart",http://coforgetech.com/,3.7,N/A,N/A,https://www.google.com/maps/search/IT+company+near+Banglore/,"Industries Industries We transform at the intersect of deep domain knowledge and emerging technologies expertise Banking & Financial Services Retail & Corporate Banking Asset & Wealth Management Mortgage Cards & Payments Risk & Compliance Travel, Transportation & Hospitality Airlines Airports Travel Tech Online Travel Agencies Logistics and Rail Hospitality Retail & Consumer Goods Retail Consumer Packaged Goods (CPG) Insurance Life & Annuities Property & Casualty Lloyd's & London Market Healthca",4300397724364083391
IT company,Banglore,MARS WEB Solution,"Software company ·  · 1204, 1st Floor, ASHVA Building, 41st Cross, 26th Main Rd
Open ⋅ Closes 8 pm · 080882 30479",https://www.marswebsolution.com/,4.9,mayank.jain@marswebsolution.com,080882 30479,https://www.google.com/maps/search/IT+company+near+Banglore/,"Home Company About Company Life @ MARS Portfolio Services Web Design Web Development Portal Development E
                      Commerce Solution Software Development Data Science Solution Application Development SEO & SEM Bulk SMS Career Join Our Team Current Opening Internship Testimonials Contact Us",4300397822516455227
IT company,Banglore,RBS IT SOLUTIONS,"Software company · No 19,Lalbagh road, 4th Cross K.S. Garden, Lalbagh Road, Bangalore
Open ⋅ Closes 8:30 pm · 081237 21647",N/A,5.0,N/A,081237 21647,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300401069118326973
IT company,Banglore,Algonomy Software Private Limited (previously Manthan-RichRelevance),"Software company ·  · 40/4, Lavelle Road
Closed ⋅ Opens 9 am Mon · 080 2299 0585",https://algonomy.com/,4.1,hello@algonomy.com,080 2299 0585,https://www.google.com/maps/search/IT+company+near+Banglore/,"Re-Do Digital Home Products Overview We are the ONLY Algorithmic Decisioning Platform offering a range of solutions aimed at business users across digital, marketing and merchandising. Product Categories Omnichannel Customer Marketing Products Customer Data and Audience Management Omnichannel Campaign and Journey Orchestration Active Content Digital Experience Personalization Products Personalized Recommendations and Content Products Modules Recommend™ Ensemble AI Engage™ Audience Manager Social",4300399414643335901
IT company,Banglore,"Bangalore, Microgreen Technologies Pvt Ltd, Bangalore","Software company · 1st Floor - North Part, Annapoorna Building, 797, 10th Main, 35th Cross Rd, above Sree Charan Cooperative Bank
Closed ⋅ Opens 9:30 am Mon · 078159 60452",http://www.microgreentech.com/,4.0,info@microgreentech.com,078159 60452,https://www.google.com/maps/search/IT+company+near+Banglore/,Home About Us Services On-Demand Services Staff Augmentation Direct Hire Technology Consulting Solutions Managed IT Solutions Managed Testing Solutions Application Development Industries BFSI NFBC Retail & e-Commerce Logistics & SCM Blog Careers Contact Us,4300398479983181159
IT company,Banglore,Sunplus Software Technologies Pvt. Ltd,"Software company · Deepika, 8/1, Richmond Rd, opposite to new Udupi Upahar and besides HDFC bank
Closed ⋅ Opens 9 am Mon · 080 4300 3225",https://sunplussoftware.com/,4.5,info@sunplussoftware.com,080 4300 3225,https://www.google.com/maps/search/IT+company+near+Banglore/,Home Services Managed Services Application Management IT Infrastructure Management Compliance Management Development Enterprise Portal Development Web Development App Development Consulting Digital Transformation Digital Marketing Solutions Enterprise Document Management ERP Implementation AI and ML Solutions Products Pollmonk 4Portsxp Chikku Partner Program Partner Overview Benefits & Requirements Become A Partner Company About Us Media Kit Careers Case Studies Support,4300396867694128577
IT company,Banglore,Isoftcells,"Software company · 7, 1st Main Rd
Closed ⋅ Opens 9 am Mon · 097519 92375",http://isoftcells.com/,4.5,about@2x.jpg,097519 92375,https://www.google.com/maps/search/IT+company+near+Banglore/,"Home Products Ai-Octopus Monitor social media round the clock with a
                                                        hawkâs eye... News Fetcher The NextGen Listening Post The Web Monitor
                                                        Get by-the-second... Tiktik Offer ordering convenience at your store and
                                                        win loyalty... Ai Transporters Get Ai Transporter today and build the
                                                ",4300396812408751997
IT company,Banglore,Uttara,"Software company · #417, NKS Prime, 20th main, Chord Rd
Open ⋅ Closes 9 pm · 080 2352 8662",N/A,4.8,N/A,080 2352 8662,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300442428805057521
IT company,Banglore,Tata Consultancy Services,"Software company ·  · XPMP+8PV, ITPL Main Rd
Open 24 hours · 080672 47276",http://www.tcs.com/,4.4,N/A,080672 47276,https://www.google.com/maps/search/IT+company+near+Banglore/,"Click here or press enter to go to homepage What we do Who we are Insights Careers Newsroom Investors Worldwide Contact us tata.com logo Open in New Tab Perpetually Adaptive Enterprise Press tab for submenu items Where adaptability meets advantage At TCS, we don’t just help businesses transform. We help them become perpetually adaptive enterprises, built to evolve continuously and confidently in a world of constant change. Adaptability starts here Industries Banking Capital Markets Consumer Pack",4300394464406898511
IT company,Banglore,Cloud Software Solution - Website & Mobile App Development Company In Bangalore,"Software company · Ardente Office One Block-1, First floor, Unit No - F-1119 Sadarmangala road, Hoodicircle
Closed ⋅ Opens 10 am Mon · 099723 26812",http://www.cloudsoftwaresolution.in/,4.9,support@cloudsoftwaresolution.in,099723 26812,https://www.google.com/maps/search/IT+company+near+Banglore/,"support@cloudsoftwaresolution.in Hoodi Circle, Whitefield, Bangalore Home Services UI/UX Design Website Development Mobile App Development Digital Marketing Portfolio Company About Us Career (Apply Internship) Contact Us Call Anytime +91 9972326812 Call Now 9972326812 Send Email info@cloudsoftwaresolution.in Working Hours Mon - Fri: 10:00AM - 7:00PM Weekends: CLOSED Website & Application Design firm Explore now Website & Application Design firm Explore now Tailored for You Explore Our Products R",4300394051073890393
IT company,Banglore,SeatonIndia IT Private Limited,"Computer consultant · Mahatma Gandhi Rd, Sivanchetti Gardens Bangalore, Karnataka, India, Lal Masjid Rd
080 4123 2000",N/A,4.0,N/A,080 4123 2000,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300399449895880325
IT company,Banglore,Techvaria Solutions Pvt Ltd,"Software company · 3rd Floor, Raheja Chambers, No 307, Museum Rd
Closed ⋅ Opens 9:30 am Mon · 080 4150 1883",https://www.techvaria.com/,4.5,info@techvaria.com,080 4150 1883,https://www.google.com/maps/search/IT+company+near+Banglore/,"About About us Discover who we are, what we stand for, and our commitment to excellence and innovation. Contact us â About us Careers Clients About us Techvaria success in every step. Zoho Zoho Services Empowering businesses with tailored Zoho solutions to drive efficiency and growth. Contact us â Zoho Implementation Zoho Creator Services Zoho One Implementation Zoho Implementation Audit Zoho Support Optimized Zoho Solutions Streamline your business operations with our expert Zoho integratio",4300399168635887255
IT company,Banglore,Tech minds,"Software company ·  · 1st Floor, 334/28, 14th Cross Rd
Open ⋅ Closes 7:30 pm · 089045 99283",https://www.meridatechminds.com/,4.4,N/A,089045 99283,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300398531195604001
IT company,Banglore,IBM Subramanya Arcade SA3,"Software company ·  · Subramanya Arcade Tower-A, 13, Bannerghatta Main Rd
Open 24 hours · 080 4068 3000",N/A,4.2,N/A,080 4068 3000,https://www.google.com/maps/search/IT+company+near+Banglore/,N/A,4300398514784244859
IT company,Banglore,Commvault Systems (I) Pvt Ltd,"Software company ·  · 9th Floor, Quay Building, Bagmane tech park, 186-22-49, 8th B Cross Rd
Closed ⋅ Opens 9 am Mon · 080678 79900",http://www.commvault.com/,4.6,N/A,080678 79900,https://www.google.com/maps/search/IT+company+near+Banglore/,"Commvault Alert Commvault Announces Intent to Acquire Data and AI Security Company Satori Cyber. Read the Press Release Dismiss Alert Support Services Community Search Commvault - English - United States Platform The Commvault Cloud Platform Secure your data, wherever it lives-across enterprise, cloud, and SaaS. Learn more Continuous Data Security Risk Scanning Threat Hunting Cyber Deception Cloud Discovery Compliance Security Posture Continuous Readiness Air Gapping Recovery Testing Early Warni",4300394044784473653
IT company,Banglore,Vio Technologies | IT job consultancy in Bangalore for freshers | Software jobs,"Software company · 3rd Floor, 324/1, 1st Cross Rd, above Bank of Baroda
Open ⋅ Closes 7 pm · 091139 01424",http://viotechnologies.in/,5.0,info@viotechnologies.in,091139 01424,https://www.google.com/maps/search/IT+company+near+Banglore/,"324/1,3rd Floor(Above Bank of baroda), LB Nagar, B Channasandra Main Road,Bengaluru-560043 99002 74433 Home About Us Service Contact Us X 9900274433 Talented Collective Join Us and Master the World of IT Infrastructure! Take the First Step Toward a High-Demand IT Role Details Proficient Unit Transform Your Skills in IT Infrastructure for a Successful Career! From Beginner to Pro: We’ll Help You Get There Details 01 02 02 Follow Us 15 Years Experience Expert Trainers & Real-World Projects Telepho",4300399795724753751
